"Supplied Name","guid","scientificName","family","kingdom","vernacular name","status code","status"
"Adenanthos gracilipes","http://id.biodiversity.org.au/node/apni/2907952","Adenanthos gracilipes","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Lepturus repens","http://id.biodiversity.org.au/node/apni/2901962","Lepturus repens","Poaceae",,,"P3","Priority 3: Poorly-known species"
"Ipomoea gracilis","http://id.biodiversity.org.au/node/apni/7102691","Ipomoea gracilis","Convolvulaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia sp. Esperance (M.A. Burgman 1833b)","http://id.biodiversity.org.au/node/apni/2896382","Acacia sp. Esperance (M.A.Burgman 1833b)","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Grevillea synapheae subsp. minyulo","http://id.biodiversity.org.au/node/apni/2892310","Grevillea synapheae subsp. minyulo","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Beyeria similis","http://id.biodiversity.org.au/node/apni/2900055","Beyeria similis","Euphorbiaceae",,,"P2","Priority 2: Poorly-known species"
"Eucalyptus leprophloia","http://id.biodiversity.org.au/node/apni/2896677","Eucalyptus leprophloia","Myrtaceae",,,"EN","Endangered"
"Ptilotus caespitulosus","http://id.biodiversity.org.au/node/apni/2905620","Ptilotus caespitulosus","Amaranthaceae",,,"EX","Presumed extinct"
"Eremophila subteretifolia","http://id.biodiversity.org.au/node/apni/2902071","Eremophila subteretifolia","Scrophulariaceae",,,"CR","Critically endangered"
"Brachychiton incanus","http://id.biodiversity.org.au/node/apni/2901743","Brachychiton incanus","Malvaceae",,,"P3","Priority 3: Poorly-known species"
"Natator depressus","urn:lsid:biodiversity.org.au:afd.taxon:10df901b-8003-42bf-9885-7700f6ff9a88","Natator depressus","Cheloniidae",,"flatback turtle","VU","Vulnerable"
"Leioproctus contrarius","urn:lsid:biodiversity.org.au:afd.taxon:ef529d82-f6f5-4583-9dc9-4befefaebb53","Leioproctus (Colletopsis) contrarius","Colletidae",,"a bee","P3","Priority 3: Poorly-known species"
"Eucalyptus distans","http://id.biodiversity.org.au/node/apni/2897697","Eucalyptus distans","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Caladenia melanema","http://id.biodiversity.org.au/node/apni/2902938","Caladenia melanema","Orchidaceae",,,"CR","Critically endangered"
"Verticordia luteola var. luteola","http://id.biodiversity.org.au/node/apni/2903566","Verticordia luteola var. luteola","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Kennedia lateritia","http://id.biodiversity.org.au/node/apni/2903041","Kennedia lateritia","Fabaceae",,,"EN","Endangered"
"Prasophyllum paulineae","ALA_Prasophyllum_paulineae","Prasophyllum paulineae",,,,"P1","Priority 1: Poorly-known species"
"Opercularia rubioides","http://id.biodiversity.org.au/node/apni/2917934","Opercularia rubioides","Rubiaceae",,,"P3","Priority 3: Poorly-known species"
"Lerista kalumburu","urn:lsid:biodiversity.org.au:afd.taxon:872f5b76-64ce-4710-83b1-ee857119dae6","Lerista kalumburu","Scincidae",,"a skink","P2","Priority 2: Poorly-known species"
"Grevillea granulosa","http://id.biodiversity.org.au/node/apni/2914736","Grevillea granulosa","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Thomasia gardneri","http://id.biodiversity.org.au/node/apni/2891322","Thomasia gardneri","Malvaceae",,,"EX","Presumed extinct"
"Scholtzia sp. Galena (W.E. Blackall 4728)","http://id.biodiversity.org.au/node/apni/2898146","Scholtzia sp. Galena (W.E.Blackall 4728)","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Calothamnus quadrifidus subsp. asper","http://id.biodiversity.org.au/node/apni/2901700","Calothamnus quadrifidus subsp. asper","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Goodenia turleyae","http://id.biodiversity.org.au/node/apni/2889488","Goodenia turleyae","Goodeniaceae",,,"P1","Priority 1: Poorly-known species"
"Eremophila scrobiculata","http://id.biodiversity.org.au/name/apni/8242932","Eremophila scrobiculata",,,,"P1","Priority 1: Poorly-known species"
"Frankenia sp. southern gypsum (M.N. Lyons 2864)","ALA_Frankenia_sp_southern_gypsum_M_N_Lyons_2864","Frankenia sp. southern gypsum (M.N. Lyons 2864)",,,,"P3","Priority 3: Poorly-known species"
"Stenanthemum mediale","http://id.biodiversity.org.au/node/apni/2902819","Stenanthemum mediale","Rhamnaceae",,,"P1","Priority 1: Poorly-known species"
"Tetratheca remota","http://id.biodiversity.org.au/node/apni/2912837","Tetratheca remota","Elaeocarpaceae",,,"P1","Priority 1: Poorly-known species"
"Eremophila sp. Hamersley Range (K. Walker KW 136)",,,,,,"P1","Priority 1: Poorly-known species"
"Andersonia setifolia","http://id.biodiversity.org.au/node/apni/2915509","Andersonia setifolia","Ericaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia diastemata","http://id.biodiversity.org.au/node/apni/2907009","Acacia diastemata","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Tribonanthes sp. Lake Muir (G.J. Keighery & N. Gibson 2134)","ALA_Tribonanthes_sp_Lake_Muir_G_J_Keighery_N_Gibson_2134","Tribonanthes sp. Lake Muir (G.J. Keighery & N. Gibson 2134)",,,,"P3","Priority 3: Poorly-known species"
"Gastrolobium glaucum","http://id.biodiversity.org.au/node/apni/2889973","Gastrolobium glaucum","Fabaceae",,,"CR","Critically endangered"
"Solanum zoeae","http://id.biodiversity.org.au/node/apni/7981023","Solanum zoeae","Solanaceae",,,"P1","Priority 1: Poorly-known species"
"Ningbingia dentiens","urn:lsid:biodiversity.org.au:afd.taxon:764beec8-c2a1-434e-9e1e-6f6863e11060","Ningbingia dentiens","Camaenidae",,"a camaenid land snail","CR","Critically endangered"
"Caladenia cristata","http://id.biodiversity.org.au/name/apni/91050","Caladenia cristata",,,,"P1","Priority 1: Poorly-known species"
"Lasiopetalum cenobium","http://id.biodiversity.org.au/name/apni/4259067","Lasiopetalum cenobium",,,,"P1","Priority 1: Poorly-known species"
"Caladenia ultima","http://id.biodiversity.org.au/name/apni/156534","Caladenia ultima",,,,"P2","Priority 2: Poorly-known species"
"Milyeringa justitia","urn:lsid:biodiversity.org.au:afd.taxon:d9daeacc-7b0e-4b47-99cd-c1bc9d436992","Milyeringa justitia","Eleotridae",,"Barrow cave gudgeon","VU","Vulnerable"
"Rhynchospora gracillima","http://id.biodiversity.org.au/node/apni/2915293","Rhynchospora gracillima","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Myriophyllum callitrichoides subsp. striatum","http://id.biodiversity.org.au/node/apni/2914689","Myriophyllum callitrichoides subsp. striatum","Haloragaceae",,,"P2","Priority 2: Poorly-known species"
"Tiliqua rugosa konowi","urn:lsid:biodiversity.org.au:afd.taxon:bbf08af6-0af1-49ce-8d5e-0ae4c9833afb","Tiliqua rugosa konowi","Scincidae",,"Rottnest Island bobtail","VU","Vulnerable"
"Eremophila resinosa","http://id.biodiversity.org.au/node/apni/2886949","Eremophila resinosa","Scrophulariaceae",,,"EN","Endangered"
"Lyginia excelsa","http://id.biodiversity.org.au/node/apni/2910943","Lyginia excelsa","Anarthriaceae",,,"P1","Priority 1: Poorly-known species"
"Calandrinia butcherensis","http://id.biodiversity.org.au/name/apni/248716","Calandrinia butcherensis",,,,"P1","Priority 1: Poorly-known species"
"Bonamia wilsoniae","http://id.biodiversity.org.au/name/apni/3438047","Bonamia wilsoniae",,,,"P3","Priority 3: Poorly-known species"
"Kimberleyeleotris notata","urn:lsid:biodiversity.org.au:afd.taxon:48e069e4-d923-45b1-a8c0-107279c373f1","Kimberleyeleotris notata","Eleotridae",,"Drysdale gudgeon","P2","Priority 2: Poorly-known species"
"Gastrolobium leakeanum","http://id.biodiversity.org.au/node/apni/2894659","Gastrolobium leakeanum","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Calytrix praecipua","http://id.biodiversity.org.au/node/apni/2914604","Calytrix praecipua","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Pheidochloa gracilis","http://id.biodiversity.org.au/node/apni/2911883","Pheidochloa gracilis","Poaceae",,,"P1","Priority 1: Poorly-known species"
"Picris compacta","http://id.biodiversity.org.au/node/apni/2917555","Picris compacta","Asteraceae",,,"EX","Presumed extinct"
"Eremophila pungens","http://id.biodiversity.org.au/node/apni/2895821","Eremophila pungens","Scrophulariaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Stenanthemum patens","http://id.biodiversity.org.au/node/apni/2913965","Stenanthemum patens","Rhamnaceae",,,"P1","Priority 1: Poorly-known species"
"Alysicarpus suffruticosus","http://id.biodiversity.org.au/node/apni/2897993","Alysicarpus suffruticosus","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Perameles bougainville bougainville","urn:lsid:biodiversity.org.au:afd.taxon:11af4dfa-4c63-4025-a85f-bbadc2651c80","Perameles bougainville bougainville","Peramelidae",,"western barred bandicoot, marl","VU","Vulnerable"
"Acacia oncinophylla subsp. oncinophylla","http://id.biodiversity.org.au/node/apni/2902123","Acacia oncinophylla subsp. oncinophylla","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Banksia kippistiana var. paenepeccata","http://id.biodiversity.org.au/node/apni/2907988","Banksia kippistiana var. paenepeccata","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Phebalium appressum","http://id.biodiversity.org.au/node/apni/2920940","Phebalium appressum","Rutaceae",,,"P1","Priority 1: Poorly-known species"
"Triodia sp. Pannawonica (B.M. Anderson & M.D. Barrett BMA 89)","http://id.biodiversity.org.au/name/apni/6401048","Triodia sp. Pannawonica (B.M.Anderson & M.D.Barrett BMA 89)",,,,"P1","Priority 1: Poorly-known species"
"Wurmbea calcicola","http://id.biodiversity.org.au/node/apni/2914487","Wurmbea calcicola","Colchicaceae",,,"VU","Vulnerable"
"Cuculus optatus","urn:lsid:biodiversity.org.au:afd.taxon:b34cd2f6-79b3-4eee-9cf3-18a489d5d5fc","Cuculus (Cuculus) optatus","Cuculidae",,"oriental cuckoo","IA","Migratory birds protected under international agreement"
"Fimbristylis sp. E Kimberley Flora (C.R. Dunlop 5403)","http://id.biodiversity.org.au/node/apni/2888314","Fimbristylis sp. E Kimberley Flora (C.R. Dunlop 5403)","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Malurus leucopterus leucopterus","urn:lsid:biodiversity.org.au:afd.taxon:c51ff867-bd6e-473a-86ba-2678efdf3d86","Malurus (Musciparus) leucopterus leucopterus","Maluridae",,"Dirk Hartog black and white fairy-wren","VU","Vulnerable"
"Lepidosperma jacksonense","http://id.biodiversity.org.au/node/apni/2918421","Lepidosperma jacksonense","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Chordifex chaunocoleus","http://id.biodiversity.org.au/node/apni/2901915","Chordifex chaunocoleus","Restionaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Anthocercis gracilis","http://id.biodiversity.org.au/node/apni/2914042","Anthocercis gracilis","Solanaceae",,,"VU","Vulnerable"
"Carcharodon carcharias","urn:lsid:biodiversity.org.au:afd.taxon:f308a791-3721-4010-87ec-a61868b6ab79","Carcharodon carcharias","Lamnidae",,"great white shark","VU","Vulnerable"
"Acacia phaeocalyx","http://id.biodiversity.org.au/node/apni/2903569","Acacia phaeocalyx","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Hypocalymma gardneri","http://id.biodiversity.org.au/node/apni/2906357","Hypocalymma gardneri","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Melaleuca grieveana","http://id.biodiversity.org.au/node/apni/2920024","Melaleuca grieveana","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Daviesia elongata subsp. implexa","http://id.biodiversity.org.au/node/apni/2911992","Daviesia elongata subsp. implexa","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Zephyrarchaea marki","urn:lsid:biodiversity.org.au:afd.taxon:01b4bd9c-cf58-447d-a677-d47997248572","Zephyrarchaea marki","Archaeidae",,"Cape Le Grand assassin spider","VU","Vulnerable"
"Eremophila cuneata","http://id.biodiversity.org.au/node/apni/2906562","Eremophila cuneata","Scrophulariaceae",,,"P1","Priority 1: Poorly-known species"
"Petrophile latericola","http://id.biodiversity.org.au/node/apni/2910651","Petrophile latericola","Proteaceae",,,"CR","Critically endangered"
"Daviesia obovata","http://id.biodiversity.org.au/node/apni/2889066","Daviesia obovata","Fabaceae",,,"EN","Endangered"
"Hemigenia pimelifolia","http://id.biodiversity.org.au/node/apni/2895843","Hemigenia pimelifolia","Lamiaceae",,,"P2","Priority 2: Poorly-known species"
"Tetratheca aphylla subsp. megacarpa","http://id.biodiversity.org.au/node/apni/2908066","Tetratheca aphylla subsp. megacarpa","Elaeocarpaceae",,,"VU","Vulnerable"
"Lechenaultia divaricata","http://id.biodiversity.org.au/node/apni/2907674","Lechenaultia divaricata","Goodeniaceae",,,"P1","Priority 1: Poorly-known species"
"Caladenia interjacens","http://id.biodiversity.org.au/name/apni/129100","Caladenia interjacens",,,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Baeckea sp. Stockton Road (M.E. Trudgen MET22077 & B. Rye)","ALA_Baeckea_sp_Stockton_Road_M_E_Trudgen_MET22077_B_Rye","Baeckea sp. Stockton Road (M.E. Trudgen MET22077 & B. Rye)",,,,"P1","Priority 1: Poorly-known species"
"Drakaea confluens","http://id.biodiversity.org.au/node/apni/2902507","Drakaea confluens","Orchidaceae",,,"CR","Critically endangered"
"Grevillea scapigera","http://id.biodiversity.org.au/node/apni/2890664","Grevillea scapigera","Proteaceae",,,"CR","Critically endangered"
"Jacksonia carduacea","http://id.biodiversity.org.au/node/apni/2913498","Jacksonia carduacea","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Hibiscus kenneallyi","http://id.biodiversity.org.au/node/apni/2898896","Hibiscus kenneallyi","Malvaceae",,,"P3","Priority 3: Poorly-known species"
"Mitrasacme katjarranka","http://id.biodiversity.org.au/name/apni/4261282","Mitrasacme katjarranka",,,,"P1","Priority 1: Poorly-known species"
"Malleostemon sp. Moonyoonooka (R.J. Cranfield 2947)","http://id.biodiversity.org.au/node/apni/2915042","Malleostemon sp. Moonyoonooka (R.J.Cranfield 2947)","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Millotia pilosa","http://id.biodiversity.org.au/node/apni/2896553","Millotia pilosa","Asteraceae",,,"P2","Priority 2: Poorly-known species"
"Gastrolobium mondurup","http://id.biodiversity.org.au/node/apni/2901380","Gastrolobium mondurup","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Kumonga exleyi","urn:lsid:biodiversity.org.au:afd.taxon:b340fd35-cc00-4e09-b609-5eb92777b3ac","Kumonga exleyi","Kumongidae",,"Cape Range remipede","CR","Critically endangered"
"Latrobea colophona","http://id.biodiversity.org.au/node/apni/2895097","Latrobea colophona","Fabaceae",,,"CR","Critically endangered"
"Vittadinia sp. A Kimberley Flora (R.J. Cranfield 6527)","http://id.biodiversity.org.au/node/apni/2892019","Vittadinia sp. A Kimberley Flora (R.J.Cranfield 6527)","Asteraceae",,,"P3","Priority 3: Poorly-known species"
"Boronia capitata subsp. gracilis","http://id.biodiversity.org.au/node/apni/2911032","Boronia capitata subsp. gracilis","Rutaceae",,,"P3","Priority 3: Poorly-known species"
"Rhytidid sp. (WAM2295-69)","ALA_Rhytidid_sp_WAM2295_69","Rhytidid sp. (WAM2295-69)",,,"Stirling Range rhytidid snail","CR","Critically endangered"
"Stylidium drummondianum","http://id.biodiversity.org.au/node/apni/2896188","Stylidium drummondianum","Stylidiaceae",,,"P3","Priority 3: Poorly-known species"
"Eremophila undulata","http://id.biodiversity.org.au/node/apni/2897974","Eremophila undulata","Scrophulariaceae",,,"P2","Priority 2: Poorly-known species"
"Dodonaea oxyptera","http://id.biodiversity.org.au/node/apni/2905673","Dodonaea oxyptera","Sapindaceae",,,"P2","Priority 2: Poorly-known species"
"Philotheca sp. Mukinbudin (M. Hancock s.n. 08/09/1999)","http://id.biodiversity.org.au/node/apni/2917848","Philotheca sp. Mukinbudin (M.Hancock s.n. 08/09/1999)","Rutaceae",,,"P1","Priority 1: Poorly-known species"
"Boronia anomala","http://id.biodiversity.org.au/node/apni/2910619","Boronia anomala","Rutaceae",,,"P1","Priority 1: Poorly-known species"
"Thysanotus cymosus","http://id.biodiversity.org.au/node/apni/2893654","Thysanotus cymosus","Asparagaceae",,,"P3","Priority 3: Poorly-known species"
"Amanita fibrillopes","666ad63c-4b24-48de-b882-6e24996dbef0","Amanita fibrillopes","Amanitaceae",,,"P3","Priority 3: Poorly-known species"
"Laxmannia grandiflora subsp. stirlingensis","http://id.biodiversity.org.au/node/apni/2905455","Laxmannia grandiflora subsp. stirlingensis","Asparagaceae",,,"P3","Priority 3: Poorly-known species"
"Leucopogon amplectens","http://id.biodiversity.org.au/node/apni/2905766","Leucopogon amplectens","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Gonocarpus benthamii subsp. Stirling (C.J. Robinson 1080)",,,,,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Banksia dallanneyi subsp. pollosta","http://id.biodiversity.org.au/node/apni/2902773","Banksia dallanneyi subsp. pollosta","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Thelymitra psammophila","http://id.biodiversity.org.au/node/apni/2900735","Thelymitra psammophila","Orchidaceae",,,"VU","Vulnerable"
"Tribulopis sp. Koolan Island (K.F. Kenneally 8278)",,,,,,"P1","Priority 1: Poorly-known species"
"Aponogeton kimberleyensis","http://id.biodiversity.org.au/node/apni/2890768","Aponogeton kimberleyensis","Aponogetonaceae",,,"P3","Priority 3: Poorly-known species"
"Thryptomene wannooensis","http://id.biodiversity.org.au/name/apni/249464","Thryptomene wannooensis",,,,"P1","Priority 1: Poorly-known species"
"Pimelea calcicola","http://id.biodiversity.org.au/node/apni/2898885","Pimelea calcicola","Thymelaeaceae",,,"P3","Priority 3: Poorly-known species"
"Oceanodroma monorhis (Hydrobates monorhis)","urn:lsid:biodiversity.org.au:afd.taxon:12d3caa0-ee29-48bd-8a69-e43cc149d8c0","Hydrobates monorhis","Hydrobatidae",,"Swinhoe's storm-petrel","IA","Migratory birds protected under international agreement"
