computational_assembly,Date of transfer,Description,Folder name,Date of transfer to archive,File Count,CCG JIRA Ticket,Download
Flye,07/08/2020,PacBio genome assemblies derived data,Scras_dunnart_assem1,19/08/2020,,BPAOPS-000,
